url,name,attributes,colour,price,category,desc
https://www.boohoo.com/ladder-knit-v-neck-jumper/GZZ22233.html?color=165,"
Ladder Knit V Neck Jumper
",100% Acrylic. Hand wash. Model wears UK size M.,"
stone
","
£25.00

",KNITWEAR,"Warm, cosy, and perfect for transitional dressing, jumpers are a key piece for your casual wardrobe, and this style is no exception. A pullover garment that's perfect for layering, our latest drop of women's jumpers boasts on-trend details like fringe trims, statement sleeves and vibrant colours. Try knitted pieces with v-neck shapes and fluted sleeves, or keep things classic in a black jumper. Get on board with street style and try a long jumper styled with chunky trainers and an oversized coat."
https://www.boohoo.com/knitted-tracksuit/FZZ80693.html?color=124,"
White Knitted Tracksuit
","70% acrylic, 30% recycled acrylic, excluding trims. Machine wash. Model wears UK size M.","
ecru
","
£35.00

",SUSTAINABILITY,"This cropped sweatshirt comes in knit, with a crew neckline, loose fit, drop sleeves, and fitted cuffs. The matching joggers feature a high-waisted style, loose fit adjustable, drawstring at waist, fitted cuffs, and pockets at sides. Style with chunky sneakers, oversized, check shirt, and slim sunglasses for the ultimate made to move, weekend uniform."
https://www.boohoo.com/maternity-button-down-rib-knit-mini-dress/GZZ40215.html?color=133,"
Maternity Button Down Rib Knit Mini Dress
",80% Livaeco Viscose 20% Recycled Nylon.,"
ivory
","
£20.00

",SUSTAINABILITY,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
https://www.boohoo.com/balloon-sleeve-cropped-cardigan/FZZ38541.html?color=186,"
Balloon Sleeve Cropped Cardigan
",74% acrylic 23% nylon 3% spandex. Machine wash. Model wears UK size M,"
chocolate
","
£18.00

",KNITWEAR,"Girl, it's all about cropping it like it's hot this season with this cropped cardigan. Perfect to pop on during the transitional months, define that waist and create a more hourglass silhouette, whether you're headed into the office or keeping it more casual at home. Good for layering, if you're seeking a cute cover-up for drinks with your besties or that all-important first date, pick up a cream or black rib short cardigan and get going."
https://www.boohoo.com/soft-rib-knit-zip-through-cardigan/GZZ48556.html?color=105,"
Soft Rib Knit Zip Through Cardigan
","95% Polyester, 5% Elastane/Spandex. Machine wash. Model wears size S.","
black
","
£10.80

",KNITWEAR,"Girl, it's all about cropping it like it's hot this season with this cropped cardigan. Perfect to pop on during the transitional months, define that waist and create a more hourglass silhouette, whether you're headed into the office or keeping it more casual at home. Good for layering, if you're seeking a cute cover-up for drinks with your besties or that all-important first date, pick up a cream or black rib short cardigan and get going."
https://www.boohoo.com/ruched-side-jumper/FZZ38896.html?color=105,"
Ruched Side Jumper
",50% acrylic 50% recycled polyester. Machine wash. Model wears UK size M,"
black
","
£20.00

",SUSTAINABILITY,"Warm, cosy, and perfect for transitional dressing, jumpers are a key piece for your casual wardrobe, and this style is no exception. A pullover garment that's perfect for layering, our latest drop of women's jumpers boasts on-trend details like fringe trims, statement sleeves and vibrant colours. Try knitted pieces with v-neck shapes and fluted sleeves, or keep things classic in a black jumper. Get on board with street style and try a long jumper styled with chunky trainers and an oversized coat."
https://www.boohoo.com/mixed-rib-knitted-bodysuit/FZZ40934.html?color=295,"
Mixed Rib Knitted Bodysuit
","80% Livaeco viscose, 20% nylon. Machine wash. Model wears UK size M.","
nude
","
£12.00

",SUSTAINABILITY,"Add textures, tones and details to your outfit this season with a knitted top. Soft, wrinkle-resistant, and seriously cosy, the ribbed top adds immediate dimension to your outfit whilst keeping you on-trend and comfortable, whether you're kicking back or on the go. Team a knitted bodysuit with a mini skirt and trainers or layer a crochet top over a dress for serious style points. From knitted vests to ribbed styles, we've got you covered whatever your vibe."
https://www.boohoo.com/rib-knit-crew-neck-short-sleeve-knitted-top/FZZ73836.html?color=111,"
Beige Rib Knit Crew Neck Short Sleeve Knitted Top
",100% Acrylic excluding trims. Model wears size M. Machine washable at 30 degrees.,"
camel
","
£9.00

",KNITTED TOPS,"Add textures, tones and details to your outfit this season with a knitted top. Soft, wrinkle-resistant, and seriously cosy, the ribbed top adds immediate dimension to your outfit whilst keeping you on-trend and comfortable, whether you're kicking back or on the go. Team a knitted bodysuit with a mini skirt and trainers or layer a crochet top over a dress for serious style points. From knitted vests to ribbed styles, we've got you covered whatever your vibe."
https://www.boohoo.com/cable-knitted-jumper/FZZ47082.html?color=208,"
Cable Knitted Jumper
","70% acrylic, 30% recycled acrylic. Machine wash. Model wears UK size M.","
rust
","
£14.00

",SUSTAINABILITY,"Warm, cosy, and perfect for transitional dressing, jumpers are a key piece for your casual wardrobe, and this style is no exception. A pullover garment that's perfect for layering, our latest drop of women's jumpers boasts on-trend details like fringe trims, statement sleeves and vibrant colours. Try knitted pieces with v-neck shapes and fluted sleeves, or keep things classic in a black jumper. Get on board with street style and try a long jumper styled with chunky trainers and an oversized coat."
https://www.boohoo.com/slouchy-rib-knitted-tracksuit/FZZ53675.html?color=133,"
Slouchy Rib Knitted Tracksuit
","70% acrylic, 30% recycled acrylic. Machine wash. Model wears UK size M.","
ivory
","
£35.00

",SUSTAINABILITY,"The long sleeve jumper comes in a ribbed knit, with a loose fit, and crew neckline. The matching joggers come with a high-waisted style, fitted cuffs, and elasticised waistband. Freshen up your weekend essentials and style with chunky trainer. Girl, it's a whole damn vibe."
https://www.boohoo.com/wide-rib-tunic-and-flares-knitted-set/GZZ30989.html?color=123,"
Wide Rib Tunic And Flares Knitted Set
","70% Livaeco viscose, 30% nylon. Machine wash. Model wears UK size M.","
cream
","
£40.00

",SUSTAINABILITY,"Luxe vibes incoming. It's all about upping your loungewear game right now, girl, and we've got the knitted co-ord for you. Staying in doesn't mean you can't look the part and if you want everyday wear that's warm and comfortable, our knitted co-ords have got you covered. From classic cable knit options to knitted tracksuits and printed sets, serve looks in an instant styled outfit to stop everyone scrolling. Braving the outdoors? Embrace the athleisure trend in a figure-hugging soft knitted set. Want the perfect matched outfit for spontaneous social hangs? Name a better duo than a cropped cardigan and rib knit-shorts…we'll wait."
https://www.boohoo.com/maternity-zip-neck-soft-knit-midi-dress/GZZ48265.html?color=119,"
Maternity Zip Neck Soft Knit Midi Dress
",95% Polyester 5% Elastane. model wears size 10. machine wash.,"
cobalt
","
£22.00

",MATERNITY CLOTHING,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
https://www.boohoo.com/plus-waffle-knitted-self-belt-jumper-dress/PZZ61440.html?color=105,"
Plus Waffle Knitted Self Belt Jumper Dress
",100% Acrylic. Machine Wash. Model wears a UK size 16.,"
black
","
£25.00

",PLUS SIZE DRESSES,"Bring a new kinda attitude in this latest piece from our collection of plus size dresses. Available in UK sizes 16-24, our range of curve dresses carries all the on-trend pieces you need to feel confident. Whether it's a plus size black dress or skater style you're adding to your basket, we promise no more awkward fits, just dresses you can depend on. Work a flattering plus size shirt dress or smock shapes during the day, then take on the night in sexy styles, maxi lengths and Bardot necklines."
https://www.boohoo.com/melange-knitted-hoody-and-jogger-co-ord-set/FZZ68025.html?color=135,"
Green Melange Knitted Hoody And Jogger Co-ord Set
",Model wears size UK 10/M. 100% Polyester. Machine wash.,"
khaki
","
£22.00

",TROUSER CO-ORDS,Model wears size UK 10/M. 100% Polyester. Machine wash.
https://www.boohoo.com/maternity-racer-rib-knit-midi-dress/GZZ40216.html?color=169,"
Maternity Racer Rib Knit Midi Dress
",80% Livaeco Viscose 20% Nylon,"
toffee
","
£18.00

",MATERNITY CLOTHING,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
https://www.boohoo.com/high-neck-wide-rib-knitted-top/GZZ08994.html?color=165,"
High Neck Wide Rib Knitted Top
",100% acrylic. Machine wash. Model wears UK size M,"
stone
","
£18.00

",TOPS,"Add textures, tones and details to your outfit this season with a knitted top. Soft, wrinkle-resistant, and seriously cosy, the ribbed top adds immediate dimension to your outfit whilst keeping you on-trend and comfortable, whether you're kicking back or on the go. Team a knitted bodysuit with a mini skirt and trainers or layer a crochet top over a dress for serious style points. From knitted vests to ribbed styles, we've got you covered whatever your vibe."
https://www.boohoo.com/cardigan-and-split-hem-leggings-knit-set/FZZ40920.html?color=180,"
Cardigan And Split Hem Leggings Knit Set
","80% Livaeco viscose, 20% nylon. Machine wash. Model wears UK size M.","
biscuit
","
£19.20

",SUSTAINABILITY,"Luxe vibes incoming. It's all about upping your loungewear game right now, girl, and we've got the knitted co-ord for you. Staying in doesn't mean you can't look the part and if you want everyday wear that's warm and comfortable, our knitted co-ords have got you covered. From classic cable knit options to knitted tracksuits and printed sets, serve looks in an instant styled outfit to stop everyone scrolling. Braving the outdoors? Embrace the athleisure trend in a figure-hugging soft knitted set. Want the perfect matched outfit for spontaneous social hangs? Name a better duo than a cropped cardigan and rib knit-shorts…we'll wait."
https://www.boohoo.com/plus-longline-knitted-maxi-cardigan/PZZ70395.html,"
Plus Longline Knitted Maxi Cardigan
",100% Acrylic. Machine Wash. Model wears UK size 16.,"
black
","
£30.00

",PLUS SIZE TOPS,"Comfy, cosy, and perfect for layering, this plus size cardigan is the autumn/winter essential you need, girl. Designed to keep you warm and snug with its knitted, soft finish, a plus size long cardigan is perfect for transitional styling over a basic t shirt and high-waisted leggings. Create an everyday look with a plus size chunky cardigan worn with jeans and lace-up boots. Don’t shy away from an oversized style, it’s the secret to keeping your winter wardrobe versatile."
https://www.boohoo.com/rib-knit-crew-neck-short-sleeve-knitted-top/FZZ73836.html?color=105,"
Black Rib Knit Crew Neck Short Sleeve Knitted Top
",100% Acrylic excluding trims. Model wears size M. Machine washable at 30 degrees.,"
black
","
£9.00

",KNITTED TOPS,"Add textures, tones and details to your outfit this season with a knitted top. Soft, wrinkle-resistant, and seriously cosy, the ribbed top adds immediate dimension to your outfit whilst keeping you on-trend and comfortable, whether you're kicking back or on the go. Team a knitted bodysuit with a mini skirt and trainers or layer a crochet top over a dress for serious style points. From knitted vests to ribbed styles, we've got you covered whatever your vibe."
https://www.boohoo.com/maternity-button-down-rib-knit-midi-dress/GZZ40214.html?color=105,"
Maternity Button Down Rib Knit Midi Dress
",80% Livaeco Viscose 20% Nylon.,"
black
","
£22.00

",MATERNITY CLOTHING,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
https://www.boohoo.com/plus-oversized-boyfriend-cardigan/PZZ70416.html,"
Plus Oversized Boyfriend Cardigan
",100% Acrylic. Machine Wash. Model Wears UK Size 16.,"
plum
","
£17.00

",PLUS SIZE TOPS,"Comfy, cosy, and perfect for layering, this plus size cardigan is the autumn/winter essential you need, girl. Designed to keep you warm and snug with its knitted, soft finish, a plus size long cardigan is perfect for transitional styling over a basic t shirt and high-waisted leggings. Create an everyday look with a plus size chunky cardigan worn with jeans and lace-up boots. Don’t shy away from an oversized style, it’s the secret to keeping your winter wardrobe versatile."
https://www.boohoo.com/stripe-crop-cardigan/GZZ47337.html?color=133,"
Stripe Crop Cardigan
",100% acrylic. Machine wash. Model wears UK size 10.,"
ivory
","
£15.00

",KNITWEAR,"Girl, it's all about cropping it like it's hot this season with this cropped cardigan. Perfect to pop on during the transitional months, define that waist and create a more hourglass silhouette, whether you're headed into the office or keeping it more casual at home. Good for layering, if you're seeking a cute cover-up for drinks with your besties or that all-important first date, pick up a cream or black rib short cardigan and get going."
https://www.boohoo.com/soft-wide-rib-collared-jumper/GZZ40305.html?color=157,"
Soft Wide Rib Collared Jumper
","95% Polyester, 5% Elastane. Machine wash. Model wears UK size","
red
","
£25.00

",KNITWEAR,"Warm, cosy, and perfect for transitional dressing, jumpers are a key piece for your casual wardrobe, and this style is no exception. A pullover garment that's perfect for layering, our latest drop of women's jumpers boasts on-trend details like fringe trims, statement sleeves and vibrant colours. Try knitted pieces with v-neck shapes and fluted sleeves, or keep things classic in a black jumper. Get on board with street style and try a long jumper styled with chunky trainers and an oversized coat."
https://www.boohoo.com/crew-neck-jumper-dress/GZZ40964.html,"
Crew Neck Jumper Dress
",100% acrylic. Machine wash. Model wears UK size M.,"
stone
","
£18.00

",DRESSES,"Calling all style queens: knitted dresses are everywhere this season, and this one is no exception. A key-trend piece which is comfy, soft, and endlessly versatile, the temperatures don’t have to be in the minus’ to rock this style. With long sleeve styles to keep you warm in winter and halter neck options for summer, a knitted dress is not only a big hitter for winter. Pair a jumper dress with chunky boots or box-fresh trainers (depending on the season) and you’re good to go! "
https://www.boohoo.com/tall-long-sleeve-zip-front-knitted-rib-top/GZZ36843.html,"
Tall Long Sleeve Zip Front Knitted Rib Top
",100% Acrylic Model wears size uk10. Machine washable,"
chocolate
","
£10.00

",TALL CLOTHING,"Tall ladies, meet your new go-to tops. Featuring failsafe basics, achingly-cool tees, wow-worthy bodysuits, and many more, the boohoo tall tops collection includes all of the core pieces your wardrobe is missing. Stock up on tall blouses to wear with your fave jeans or choose a tall t shirt that can be worn with everything from joggers to skirts. Our long length tops were made with tall girls in mind...we got you."
https://www.boohoo.com/melange-knitted-hoody-and-jogger-co-ord-set/FZZ68025.html?color=131,"
Grey Melange Knitted Hoody And Jogger Co-ord Set
",Model wears size UK 10/M. 100% Polyester. Machine wash.,"
grey
","
£22.00

",TROUSER CO-ORDS,Model wears size UK 10/M. 100% Polyester. Machine wash.
https://www.boohoo.com/textured-rib-half-zip-oversized-jumper-dress/GZZ48047.html?color=124,"
Textured Rib Half Zip Oversized Jumper Dress
",,"
ecru
","
£18.00

",DRESSES,"Calling all style queens: knitted dresses are everywhere this season, and this one is no exception. A key-trend piece which is comfy, soft, and endlessly versatile, the temperatures don’t have to be in the minus’ to rock this style. With long sleeve styles to keep you warm in winter and halter neck options for summer, a knitted dress is not only a big hitter for winter. Pair a jumper dress with chunky boots or box-fresh trainers (depending on the season) and you’re good to go! "
https://www.boohoo.com/melange-knitted-hoody-and-jogger-co-ord-set/FZZ68025.html?color=105,"
Black Melange Knitted Hoody And Jogger Co-ord Set
",Model wears size UK 10/M. 100% Polyester. Machine wash.,"
black
","
£22.00

",TROUSER CO-ORDS,Model wears size UK 10/M. 100% Polyester. Machine wash.
https://www.boohoo.com/petite-basic-roll-neck-jumper/GZZ37447.html?color=764,"
Petite Basic Roll Neck Jumper
",80% Livaeco Viscose 20% Nylon. Machine Wash. Model Wears Size UK 10.,"
off white
","
£15.00

",SUSTAINABILITY,"Keep things cosy this season in boohoo’s range of petite knitwear. Designed especially for petite queens 5’3’’ and under, our pieces been cut slightly shorter to ensure the perfect fit. From petite jumpers to petite cardigans, we’ve got all your off-duty looks sorted, girl. Whether you’re heading for a cosy cinema date or just running errands, this one is the perfect addition to add to your transitional wardrobe. Need inspo? This piece would look killer with mom jeans and chunky trainers."
https://www.boohoo.com/chunky-rib-funnel-neck-jumper-dress/FZZ38438.html?color=105,"
Black Chunky Rib Funnel Neck Jumper Dress
",100% Recycled Polyester. Machine Washable. Model wears UK Size S.,"
black
","
£16.80

",SUSTAINABILITY,"Calling all style queens: knitted dresses are everywhere this season, and this one is no exception. A key-trend piece which is comfy, soft, and endlessly versatile, the temperatures don’t have to be in the minus’ to rock this style. With long sleeve styles to keep you warm in winter and halter neck options for summer, a knitted dress is not only a big hitter for winter. Pair a jumper dress with chunky boots or box-fresh trainers (depending on the season) and you’re good to go! "
https://www.boohoo.com/tall-halterneck-rib-knit-longsleeve--bodysuit/GZZ37529.html?color=186,"
Tall Halterneck Rib Knit Longsleeve Bodysuit
",100% Acrylic. Machine wash. Model wears UK size UK10.,"
chocolate
","
£10.80

",SUSTAINABILITY,"Tall girls, we’ve got your back this season. This tall bodysuit is designed specifically for women 5’7” and over, perfect for longer torsos with a seamless, tucked-in finish, ideal for accentuating the figure. Say goodbye to clothes that compromise on comfort - our tall bodysuits are comfortable and practical, as well as versatile. Style these with ease, accessorising to your exact tastes and dress up or down to suit the occasion.
"
https://www.boohoo.com/plus-rib-knit-short-sleeve-bodysuit/PZZ70399.html?color=104,"
Red Plus Rib Knit Short Sleeve Bodysuit
",95% Polyester 5% Elastane. Machine Wash. Model wears UK size 16.,"
berry
","
£18.00

",PLUS SIZE BODYSUITS,"Update your wardrobe with this plus size bodysuit from our dedicated curve range. A form fitting, curve enhancing style with a press-stud fastening, this piece can be dressed up or down, depending on the vibe. Team with coated jeans and statement heels for date night plans, or pair with tailored trousers for a brunch date with your bestie. For an instant fresh 'fit, a plus size black bodysuit is perfect to replace your go-to t shirts. Got a date night planned? Team a dreamy plus size lace bodysuit with a leather skirt and standout heels."
https://www.boohoo.com/rib-knitted-relaxed-wide-leg-set/FZZ38857.html?color=186,"
Rib Knitted Relaxed Wide Leg Set
","80% Livaeco viscose, 20% nylon. Machine wash. Model wears UK size M.","
chocolate
","
£21.00

",SUSTAINABILITY,"Luxe vibes incoming. It's all about upping your loungewear game right now, girl, and we've got the knitted co-ord for you. Staying in doesn't mean you can't look the part and if you want everyday wear that's warm and comfortable, our knitted co-ords have got you covered. From classic cable knit options to knitted tracksuits and printed sets, serve looks in an instant styled outfit to stop everyone scrolling. Braving the outdoors? Embrace the athleisure trend in a figure-hugging soft knitted set. Want the perfect matched outfit for spontaneous social hangs? Name a better duo than a cropped cardigan and rib knit-shorts…we'll wait."
https://www.boohoo.com/premium-patchwork-crochet-cropped-cardigan/GZZ02521.html?color=137,"
Premium Patchwork Crochet Cropped Cardigan
",100% acrylic. Machine wash. Model wears UK size M,"
lilac
","
£18.00

",KNITWEAR,"Featuring a classic crochet design that's everything you've been scrolling for, add some dreamy boho vibes to your wardrobe with timeless crochet knitwear pieces. Whether you choose delicate crochet cardigans or a festival-ready bold and bright crochet bralet, it's all in the detail with this piece. With a unique and textured style, go for a head to toe refresh in a matching crochet top and trousers, or layer a crochet jumper over a vest for vintage vibes."
https://www.boohoo.com/petite-high-neck-rib-knit-jumper/GZZ17943.html?color=105,"
Petite High Neck Rib Knit Jumper
",100% Acrylic. Machine Wash. Model Wears Size 10.,"
black
","
£10.80

",PETITE KNITWEAR,"Keep things cosy this season in boohoo’s range of petite knitwear. Designed especially for petite queens 5’3’’ and under, our pieces been cut slightly shorter to ensure the perfect fit. From petite jumpers to petite cardigans, we’ve got all your off-duty looks sorted, girl. Whether you’re heading for a cosy cinema date or just running errands, this one is the perfect addition to add to your transitional wardrobe. Need inspo? This piece would look killer with mom jeans and chunky trainers."
https://www.boohoo.com/petite-stripe-crochet-knitted-mini-dress/GZZ25197.html,"
Petite Stripe Crochet Knitted Mini Dress
",50% Cotton 50% Acrylic. Machine Wash. Model Wears Size M.,"
Select
","
£16.80

",PETITE KNITWEAR,"This dress is waiting to take you out. Stay seriously on-trend this season with this petite dress. Designed to fit all pocket rockets 5’3’’ and below, our dresses for petite women are cut a little shorter to ensure the perfect fit. From petite midi dresses to petite maxi dresses, petite summer dresses to petite shirt dresses, we’ve got you covered. So whether you’re heading out out or just want some new season styles, all you have to think about is what shoes to wear (this piece is both heel and trainer approved)."
https://www.boohoo.com/oversized-ruched-side-midi-jumper-dress/GZZ44155.html?color=155,"
Oversized Ruched Side Midi Jumper Dress
",,"
pink
","
£18.00

",DRESSES,"Calling all style queens: knitted dresses are everywhere this season, and this one is no exception. A key-trend piece which is comfy, soft, and endlessly versatile, the temperatures don’t have to be in the minus’ to rock this style. With long sleeve styles to keep you warm in winter and halter neck options for summer, a knitted dress is not only a big hitter for winter. Pair a jumper dress with chunky boots or box-fresh trainers (depending on the season) and you’re good to go! "
https://www.boohoo.com/petite-tie-front-long-sleeve-rib-knit-cardigan/GZZ39449.html?color=165,"
Petite Tie Front Long Sleeve Rib Knit Cardigan
",80% viscose. 20% elastane. model wears size 10 machine wash,"
stone
","
£15.00

",SUSTAINABILITY,"Keep things cosy this season in boohoo’s range of petite knitwear. Designed especially for petite queens 5’3’’ and under, our pieces been cut slightly shorter to ensure the perfect fit. From petite jumpers to petite cardigans, we’ve got all your off-duty looks sorted, girl. Whether you’re heading for a cosy cinema date or just running errands, this one is the perfect addition to add to your transitional wardrobe. Need inspo? This piece would look killer with mom jeans and chunky trainers."
